iter	Accuracy	Logloss
110	0.72716	0.5305384511
111	0.7272925	0.5304821076
112	0.7273375	0.5303929108
113	0.7274975	0.5303357325
114	0.7274475	0.5302849719
115	0.727425	0.5302520718
116	0.7275625	0.5301499729
117	0.7276075	0.5300844417
118	0.72762	0.5299903724
119	0.7276725	0.529907761
120	0.72779	0.529856482
121	0.72774	0.5297958499
122	0.7277825	0.5297502572
123	0.7277525	0.5295908719
124	0.727755	0.5295542477
125	0.7279225	0.5294595686
126	0.72806	0.5293427659
127	0.727995	0.5292639882
128	0.728045	0.5291872782
129	0.72822	0.5291151807
130	0.728145	0.5290361381
131	0.728225	0.5289716372
132	0.72832	0.5288934608
133	0.72835	0.5288452197
134	0.7283575	0.5288142182
135	0.72833	0.5287478361
136	0.728415	0.5287207193
137	0.7285175	0.5286847748
138	0.7286025	0.5286457471
139	0.72854	0.5285673679
140	0.7286	0.5284971347
141	0.7287125	0.5284523503
142	0.7287775	0.5284002706
143	0.72882	0.5283565555
144	0.728875	0.5282460451
145	0.729	0.5281839544
146	0.7290675	0.52815536
147	0.7289875	0.5281205597
148	0.728995	0.5280714615
149	0.729075	0.5280328771
150	0.7290075	0.5279967944
151	0.7290975	0.5279320068
152	0.729155	0.5278333444
153	0.729165	0.5278208138
154	0.72916	0.527744194
155	0.7292075	0.5276993694
156	0.7291875	0.5276899782
157	0.7292525	0.527601926
158	0.7293025	0.5275787252
159	0.7292625	0.5275247608
160	0.7293125	0.5274942984
161	0.7293875	0.5274513344
162	0.7294025	0.5274073797
163	0.729365	0.5273591174
164	0.729415	0.5273257513
165	0.72941	0.5272806627
166	0.7294875	0.5272383107
167	0.7295175	0.5272008712
168	0.7296675	0.5271604994
169	0.7296925	0.5271199075
170	0.72966	0.5270731641
171	0.7297125	0.5270373469
172	0.72969	0.5269984766
173	0.729715	0.5269670347
174	0.7297125	0.5269370226
175	0.72983	0.5268969687
176	0.7299225	0.5267791351
177	0.7299375	0.5266684682
178	0.729985	0.5266049634
179	0.730085	0.5265701749
180	0.7299475	0.5265323885
181	0.7299925	0.5264779462
182	0.730015	0.5264348117
183	0.7300825	0.5264085867
184	0.7300825	0.5263761478
185	0.7301175	0.5263271572
186	0.7301725	0.5262424804
187	0.7302475	0.5262155952
188	0.730215	0.5261471501
189	0.73027	0.5260856459
190	0.7303525	0.5260450928
191	0.730375	0.5260129522
192	0.73036	0.5258710677
193	0.7304525	0.5258120463
194	0.730415	0.5257861132
195	0.730455	0.5257306635
196	0.7304125	0.5256939138
197	0.73043	0.5256639104
198	0.7304775	0.5256216233
199	0.7305725	0.5255768895
200	0.7306525	0.5255009247
201	0.7306675	0.5254774404
202	0.73061	0.5254649465
203	0.730655	0.5254366766
204	0.7306575	0.5253929733
205	0.7306625	0.5253411416
206	0.7307225	0.5252848568
207	0.730745	0.5252343255
208	0.7308325	0.5252062938
209	0.7307775	0.5251842934
210	0.7308425	0.5251369716
211	0.730835	0.5251189733
212	0.7307875	0.5250906621
213	0.730865	0.5250639311
214	0.730895	0.525028683
215	0.73088	0.5249421715
216	0.7309475	0.5249296642
217	0.731035	0.5248972232
218	0.7311475	0.5248475497
219	0.731215	0.524822432
220	0.73124	0.5247891047
221	0.73129	0.5247776385
222	0.7313125	0.5247452399
223	0.7313275	0.5247200312
224	0.73134	0.5246790034
225	0.7314175	0.524650079
226	0.7313925	0.5246311416
227	0.731425	0.5246107463
228	0.7314325	0.524602333
229	0.7314525	0.5245864611
230	0.731485	0.524548558
231	0.7314975	0.5245057124
232	0.731545	0.5244705597
233	0.7315375	0.5244381933
234	0.7316725	0.5243932137
235	0.73169	0.5243775717
236	0.7317525	0.5243393932
237	0.7318525	0.5242806286
238	0.7319175	0.5242341849
239	0.7319075	0.5241818637
240	0.731955	0.5241647087
241	0.7319625	0.5241441326
242	0.7319375	0.5241141167
243	0.7318875	0.5240573903
244	0.731925	0.5240338313
245	0.73201	0.523930449
246	0.7321	0.5238795769
247	0.732145	0.5238646812
248	0.732175	0.5238507911
249	0.7322225	0.5238211843
250	0.7322525	0.5237816071
251	0.73226	0.5237555132
252	0.7323575	0.5237054635
253	0.73243	0.523685211
254	0.73242	0.5236429873
255	0.7324425	0.5236034596
256	0.7324175	0.5235535602
257	0.7325075	0.5235046612
258	0.7324625	0.523441384
259	0.732485	0.5234254402
260	0.7324625	0.5233999703
261	0.732565	0.5233451764
262	0.7325175	0.5232989239
263	0.73256	0.5232576299
264	0.7326425	0.5232358858
265	0.73262	0.5232168857
266	0.7327225	0.5231579942
267	0.732715	0.523127939
268	0.732735	0.5231081567
269	0.7328125	0.5230662154
270	0.7328425	0.5229858733
271	0.7329525	0.5229547118
272	0.7329225	0.5229209357
273	0.73294	0.5228962846
274	0.7329375	0.5228666611
275	0.7330375	0.5228298761
276	0.73308	0.5227775717
277	0.7331725	0.5227326163
278	0.7331925	0.522711113
279	0.73324	0.5226657099
280	0.7332825	0.5225689749
281	0.7332975	0.5225163086
282	0.7333125	0.5224750665
283	0.73337	0.5224456689
284	0.73332	0.5223943964
285	0.7333425	0.5223680702
286	0.7333775	0.5223545085
287	0.73339	0.5223119359
288	0.73345	0.5222516838
289	0.7335025	0.522212394
290	0.7335975	0.5221342825
291	0.733625	0.5221143627
292	0.7337625	0.5220706501
293	0.73379	0.5220248448
294	0.733755	0.5220058209
295	0.73381	0.5219435757
296	0.7337525	0.5219035079
297	0.733755	0.521851074
298	0.733875	0.5217943711
299	0.73387	0.521727943
300	0.73389	0.5217082027
301	0.7339375	0.5216496616
302	0.7339675	0.5216212758
303	0.7340275	0.5215705239
304	0.734055	0.5214820883
305	0.7340075	0.5214322565
306	0.7339975	0.52139762
307	0.734105	0.5213691902
308	0.734125	0.52127777
309	0.734145	0.5212618916
310	0.7341875	0.5212401529
311	0.7342575	0.5212253071
312	0.7342675	0.521190196
313	0.73429	0.5211560563
314	0.7343125	0.5211335745
315	0.734235	0.5210926673
316	0.734305	0.5210398726
317	0.73431	0.5209987391
318	0.734245	0.5209779427
319	0.73428	0.5209555582
320	0.7342775	0.5209207255
321	0.7343175	0.5208980209
322	0.73435	0.5208630005
323	0.73441	0.5208008562
324	0.7344375	0.5207805846
325	0.734435	0.5207556895
326	0.734495	0.5207259295
327	0.73451	0.5206930784
328	0.7344125	0.5206452974
329	0.7344175	0.5206255225
330	0.734475	0.5205653983
331	0.73451	0.5205342905
332	0.7344975	0.5205058559
333	0.7344825	0.5204789289
334	0.73451	0.5204579724
335	0.73453	0.5204200421
336	0.7345875	0.52039419
337	0.73463	0.5203478821
338	0.7346625	0.5203163033
339	0.73468	0.5202943762
340	0.7347825	0.5202729918
341	0.7347675	0.5202530174
342	0.734815	0.5202176336
343	0.734845	0.5201864739
344	0.7347925	0.5201651563
345	0.734845	0.5201328624
346	0.734915	0.520087932
347	0.73493	0.5200633016
348	0.734975	0.5200248445
349	0.7350275	0.5199666373
350	0.7350275	0.519913391
351	0.7350275	0.5198828488
352	0.73502	0.5198527962
353	0.7350275	0.5198155504
354	0.735175	0.5197906658
355	0.7351725	0.5197748143
356	0.7352075	0.519755393
357	0.7351925	0.5197199156
358	0.7352125	0.5196334811
359	0.7352225	0.5196163787
360	0.73521	0.5195734257
361	0.735245	0.5195413213
362	0.7352775	0.5194992359
363	0.7353025	0.5194747599
364	0.7353275	0.5194451944
365	0.7353275	0.5194242195
366	0.7353825	0.5194010909
367	0.7353775	0.5193838259
368	0.7354225	0.519359023
369	0.735415	0.5193021185
370	0.7354175	0.5192773724
371	0.7354725	0.519265297
372	0.735475	0.5192323681
373	0.73546	0.5192095272
374	0.735455	0.5191951059
375	0.7354625	0.5191766853
376	0.7355475	0.5191397681
377	0.735555	0.5191060345
378	0.7355075	0.5190641246
379	0.7355575	0.519030019
380	0.7356025	0.5189808158
381	0.7357425	0.518933902
382	0.735745	0.5189029004
383	0.7357375	0.5188716333
384	0.73577	0.5188588918
385	0.7357875	0.5188144473
386	0.7358775	0.5187272191
387	0.7359575	0.5186755766
388	0.735985	0.5186413089
389	0.7359875	0.5186123624
390	0.7360525	0.5185688061
391	0.7360175	0.5185368637
392	0.7360825	0.5185072404
393	0.7361075	0.5184906626
394	0.736155	0.5184442863
395	0.73618	0.5184243179
396	0.73623	0.5184128177
397	0.7362175	0.5183883591
398	0.73628	0.5183687453
399	0.7362475	0.5183313579
400	0.7362425	0.5182980474
401	0.736255	0.5182720803
402	0.736305	0.5182411369
403	0.73636	0.518220423
404	0.736325	0.5181807842
405	0.736335	0.5181600212
406	0.7363575	0.5181345072
407	0.7363925	0.5181092698
408	0.736375	0.5180844306
409	0.7364025	0.5180478155
410	0.73641	0.5180279462
411	0.736465	0.5179911478
412	0.73655	0.5179627659
413	0.7365525	0.5179339951
414	0.73659	0.5179114294
415	0.736575	0.5178912249
416	0.7365575	0.5178594617
417	0.736615	0.5178415156
418	0.7366575	0.5178188944
419	0.73669	0.5177939828
420	0.7366875	0.5177671567
421	0.7367225	0.5177268133
422	0.736805	0.5177059857
423	0.73682	0.5176687591
424	0.7368	0.5176589443
425	0.7368425	0.5176291298
426	0.7367875	0.5175934332
427	0.736805	0.5175766884
428	0.7368575	0.517545475
429	0.73685	0.5174920125
430	0.736915	0.5174580726
431	0.736955	0.5174307862
432	0.73694	0.5174075417
433	0.7369775	0.5173805195
434	0.7369225	0.5173670122
435	0.736945	0.5173124747
436	0.7370175	0.5172896198
437	0.736965	0.5172620479
438	0.73692	0.5172249126
439	0.7369725	0.5172055942
440	0.73702	0.5171620266
441	0.737085	0.5171339471
442	0.7371275	0.5171198369
443	0.7370775	0.5170891656
444	0.7371425	0.5170411379
445	0.73717	0.5170347272
446	0.73721	0.5170041889
447	0.7373325	0.5169671661
448	0.737305	0.5169349402
449	0.7372675	0.5168975712
450	0.7372375	0.5168692807
451	0.7372675	0.5168503314
452	0.7373	0.5168319698
453	0.7373775	0.5168001925
454	0.7374	0.5167833206
455	0.7374425	0.5167530155
456	0.7374	0.5167376491
457	0.7374825	0.51668988
458	0.7374925	0.5166780395
459	0.73754	0.5166461849
460	0.7375875	0.5166131252
461	0.7376275	0.5165984646
462	0.7376525	0.5165590958
463	0.73757	0.5165168645
464	0.7376275	0.5164914161
465	0.7376125	0.5164748991
466	0.7376375	0.5164485093
467	0.73767	0.5164134002
468	0.737745	0.5163576101
469	0.737795	0.516336993
470	0.7378	0.5163130607
471	0.73778	0.5162834148
472	0.73783	0.5162553752
473	0.7378175	0.516239114
474	0.737825	0.5162183831
475	0.73783	0.5161945775
476	0.737855	0.5161488558
477	0.7377925	0.5161239644
478	0.7379625	0.5160936124
479	0.7380275	0.5160619256
480	0.7379975	0.5159783858
481	0.738085	0.5159509976
482	0.7381	0.5159204724
483	0.7381225	0.515901958
484	0.7381175	0.5158716644
485	0.7381575	0.5158485923
486	0.73814	0.51581768
487	0.738175	0.5157904366
488	0.7381975	0.5157587503
489	0.7382025	0.5157289171
490	0.7382875	0.5156867821
491	0.73831	0.5156483826
492	0.738245	0.5156283889
493	0.7383475	0.5155944275
494	0.7383225	0.5155670913
495	0.7383425	0.515552411
496	0.7384425	0.5155290916
497	0.738425	0.515508298
498	0.738425	0.5154909504
499	0.7384875	0.5154480246
500	0.7385775	0.5154203519
501	0.7386325	0.5153874726
502	0.738695	0.5153464745
503	0.7387	0.5153137623
504	0.73871	0.515283215
505	0.7387325	0.5152592506
506	0.738765	0.5152397935
507	0.738755	0.5152090251
508	0.7387575	0.5151923462
509	0.7387175	0.5151547519
510	0.7387825	0.5151281363
511	0.7388075	0.5151011687
512	0.738855	0.5150579975
513	0.738835	0.5150318024
514	0.738855	0.5150091087
515	0.738885	0.5149785922
516	0.7389325	0.5149306335
517	0.7389175	0.5149190485
518	0.73889	0.5148972453
519	0.7388875	0.5148395454
520	0.7389	0.5148084828
521	0.73891	0.5147806142
522	0.738885	0.5147499835
523	0.738975	0.5146918829
524	0.73898	0.5146711703
525	0.739075	0.5146531035
526	0.7391575	0.5146013543
527	0.7390975	0.5145587525
528	0.7391225	0.5145067751
529	0.73915	0.5144942321
530	0.7391825	0.5144694746
531	0.73925	0.5144326196
532	0.7392875	0.5144102459
533	0.739245	0.5143803682
534	0.7392475	0.5143485526
535	0.73926	0.5143026166
536	0.73926	0.5142788459
537	0.7393125	0.5142628271
538	0.7393925	0.5142392705
539	0.739365	0.5141993703
540	0.73943	0.5141696741
541	0.739485	0.51414145
542	0.7395	0.5141262782
543	0.739505	0.514100095
544	0.7395575	0.5140866724
545	0.7394575	0.5140645589
546	0.73947	0.5140576479
547	0.7394525	0.5140355673
548	0.7395125	0.5140151935
549	0.7395375	0.5139911491
550	0.7395725	0.5139784212
551	0.73953	0.5139506644
552	0.739535	0.5138968651
553	0.739725	0.5138432547
554	0.7397425	0.5138143168
555	0.7396875	0.513774672
556	0.7396275	0.5137497235
557	0.739665	0.5137210089
558	0.73968	0.5137039415
559	0.739755	0.5136606482
560	0.7397375	0.5136538647
561	0.739795	0.513617789
562	0.7398325	0.5135900826
563	0.7399425	0.513557404
564	0.74001	0.5135306214
565	0.7400075	0.5135040676
566	0.74006	0.5134706186
567	0.7399725	0.5134360188
568	0.739985	0.5134141306
569	0.74007	0.5133783731
570	0.7400675	0.5133675194
571	0.74009	0.5133157248
572	0.74018	0.5132751748
573	0.7401775	0.5132529053
574	0.740205	0.5132312285
575	0.74021	0.5132234988
576	0.7402425	0.5131968646
577	0.7402875	0.5131609746
578	0.7402475	0.5131261171
579	0.7402275	0.5131024077
580	0.740215	0.5130760678
581	0.740335	0.5130491002
582	0.7402875	0.5130208327
583	0.7403125	0.5129868749
584	0.740315	0.5129767109
585	0.7403525	0.5129603464
586	0.74033	0.5129364743
587	0.7403775	0.5129138107
588	0.7403875	0.5128889565
589	0.740435	0.5128514019
590	0.7404425	0.5128270917
591	0.7404725	0.5127908646
592	0.7405925	0.5127605677
593	0.7405475	0.5127336712
594	0.7405275	0.5127084106
595	0.74054	0.5126968973
596	0.7404875	0.5126691508
597	0.7405425	0.5126465873
598	0.74054	0.5126102964
599	0.7406325	0.5125783879
600	0.740685	0.5125468991
601	0.740665	0.5125219806
602	0.740645	0.5124872858
603	0.74066	0.5124756288
604	0.74072	0.5124432725
605	0.740715	0.5124121526
606	0.7406925	0.512380601
607	0.7407025	0.5123644139
608	0.740735	0.5123554715
609	0.740785	0.5123303026
610	0.7408225	0.5122904458
611	0.7408575	0.5122551778
612	0.7408725	0.5122335752
613	0.74089	0.512211148
614	0.7408575	0.5122009963
615	0.74081	0.5121847321
616	0.740885	0.5121462099
617	0.7409125	0.5121181844
618	0.74097	0.5120783456
619	0.741035	0.5120628179
620	0.741035	0.5120421765
621	0.741065	0.512012803
622	0.7410775	0.511992173
623	0.7410725	0.511974976
624	0.7411325	0.5119517556
625	0.7411625	0.5119206409
626	0.741165	0.5118668056
627	0.74123	0.511830155
628	0.7412175	0.5118118658
629	0.741325	0.5117811423
630	0.74138	0.5117102917
631	0.7414325	0.5116864887
632	0.7414325	0.5116670691
633	0.7414875	0.5116422312
634	0.74151	0.5116114786
635	0.7415725	0.5115856954
636	0.74154	0.5115568136
637	0.7415375	0.5115326413
638	0.7416275	0.5114929763
639	0.741635	0.5114522241
640	0.74167	0.5114387024
641	0.741695	0.5114115949
642	0.7417	0.5113778897
643	0.741745	0.5113518713
644	0.741795	0.5113245153
645	0.741825	0.5113098154
646	0.7418525	0.5112901431
647	0.7418825	0.5112553674
648	0.74188	0.5112296822
649	0.7418575	0.5112041952
650	0.7418625	0.5111848733
651	0.7418775	0.5111560274
652	0.7418875	0.511135523
653	0.7419025	0.5111067294
654	0.741895	0.5110875352
655	0.7419325	0.5110732622
656	0.7421175	0.5110357524
657	0.74209	0.5110217377
658	0.7420925	0.5110039845
659	0.742105	0.5109781678
660	0.74216	0.5109536996
661	0.742185	0.5109403939
662	0.7421875	0.5109235334
663	0.74217	0.510913385
664	0.7422175	0.5108788277
665	0.7422325	0.5108489177
666	0.7422225	0.5108323007
667	0.7422825	0.5107864467
668	0.7423575	0.5107587023
669	0.7423475	0.5107395006
670	0.7423025	0.5106994004
671	0.742335	0.5106766938
672	0.742425	0.5106426668
673	0.7424225	0.510623458
674	0.742375	0.5106070459
675	0.742375	0.5105689305
676	0.742335	0.5105397819
677	0.7423825	0.5105260492
678	0.74238	0.5105178862
679	0.7423975	0.510496663
680	0.742475	0.5104825726
681	0.7425075	0.5104451018
682	0.7425225	0.5104212514
683	0.742525	0.510404859
684	0.7425425	0.510376949
685	0.74256	0.5103650662
686	0.7426075	0.510336748
687	0.7426875	0.5103119359
688	0.7426575	0.5102748392
689	0.742615	0.5102403773
690	0.7426275	0.5102325172
691	0.7426575	0.510201934
692	0.7427025	0.5101708537
693	0.74272	0.5101450039
694	0.742695	0.5101213386
695	0.7427	0.5100919808
696	0.7426875	0.5100685205
697	0.742815	0.5100379338
698	0.742815	0.5100158738
699	0.7428625	0.5099799773
700	0.7429	0.5099611521
701	0.74287	0.509941954
702	0.7429225	0.5099141989
703	0.7429075	0.5098877383
704	0.7429875	0.5098550975
705	0.7430325	0.5098466971
706	0.7430225	0.5098145146
707	0.74305	0.5097910841
708	0.743145	0.5097367737
709	0.7431575	0.5097133616
710	0.7431425	0.5096805554
711	0.74317	0.5096462635
712	0.743195	0.5096376814
713	0.7431525	0.5096141781
714	0.7432375	0.5096002628
715	0.7432125	0.5095906519
716	0.7433325	0.509569134
717	0.74333	0.509550596
718	0.74333	0.5095230955
719	0.7433275	0.5094991196
720	0.743345	0.5094621715
721	0.7433125	0.5094349828
722	0.743365	0.5094105972
723	0.7434625	0.5093713785
724	0.743475	0.5093524798
725	0.74352	0.5093390122
726	0.74351	0.5093163687
727	0.743565	0.5092670498
728	0.743555	0.5092495327
729	0.7435675	0.5092166568
730	0.7435625	0.509193057
731	0.743575	0.5091723313
732	0.74359	0.5091250434
733	0.7436675	0.5090941216
734	0.7436775	0.5090694538
735	0.743665	0.5090426782
736	0.74371	0.5090235574
737	0.7437225	0.5089942351
738	0.7437225	0.5089696155
739	0.743735	0.5089614649
740	0.7437125	0.5089446285
741	0.7437875	0.5088951378
742	0.74389	0.5088607438
743	0.74392	0.5088525099
744	0.7438925	0.5088270708
745	0.743955	0.5088007204
746	0.743935	0.5087774413
747	0.7440275	0.5087519034
748	0.7440775	0.508730199
749	0.7440775	0.5087149199
750	0.744065	0.5086759715
751	0.744105	0.5086468797
752	0.744095	0.5086312306
753	0.744025	0.5085955967
754	0.744015	0.5085828439
755	0.743985	0.5085601968
756	0.74399	0.5085329343
757	0.7440425	0.5085040853
758	0.7440525	0.5084847413
759	0.7440575	0.5084630748
760	0.74414	0.5084319103
761	0.7441625	0.5084055843
762	0.74417	0.5083842953
763	0.744315	0.5083575058
764	0.7444125	0.5083213212
765	0.7444175	0.50830807
766	0.7444075	0.5082800591
767	0.744435	0.5082617081
768	0.744415	0.5082307714
769	0.7443825	0.508202829
770	0.74443	0.5081857672
771	0.744425	0.5081512385
772	0.7444925	0.508108631
773	0.744505	0.5080859683
774	0.7444875	0.5080328113
775	0.7444925	0.508014626
776	0.74451	0.5079936055
777	0.7445225	0.5079716379
778	0.744495	0.5079393871
779	0.74447	0.5079146348
780	0.74452	0.5078843948
781	0.74449	0.5078632407
782	0.7445325	0.5078410637
783	0.7445375	0.50782437
784	0.7445325	0.5078076061
785	0.74464	0.5077549055
786	0.74465	0.5077375687
787	0.7446975	0.5077239745
788	0.74478	0.5076809964
789	0.7448525	0.5076419553
790	0.7448625	0.5076152321
791	0.744925	0.5075880828
792	0.745005	0.5075479696
793	0.74502	0.5075190177
794	0.74505	0.5074772756
795	0.7451175	0.5074535778
796	0.7451475	0.5074162013
797	0.7450875	0.5073859192
798	0.7451075	0.5073430403
799	0.7451325	0.507318025
800	0.7451075	0.5072966704
801	0.745125	0.5072765949
802	0.74512	0.5072454792
803	0.74517	0.5072136329
804	0.74516	0.5071731404
805	0.745205	0.5071459083
806	0.7451825	0.5071228963
807	0.7451475	0.5070962162
808	0.7451925	0.5070610512
809	0.74514	0.5070388121
810	0.74517	0.5070075752
811	0.7451975	0.5069836439
812	0.7452	0.5069590656
813	0.74523	0.5069316875
814	0.745305	0.5068910558
815	0.7452675	0.5068781817
816	0.7453375	0.5068521794
817	0.745375	0.5068294329
818	0.7454725	0.5067935884
819	0.7454775	0.506773333
820	0.74554	0.5067430615
821	0.74558	0.5067183363
822	0.745605	0.50669234
823	0.7455775	0.5066648121
824	0.7455775	0.5066362915
825	0.74559	0.5066104544
826	0.7456375	0.5065945119
827	0.7456775	0.5065841243
828	0.74565	0.5065576284
829	0.745685	0.5065389809
830	0.7456375	0.5065227262
831	0.745615	0.5064987347
832	0.745605	0.5064770737
833	0.745605	0.5064504087
834	0.7456875	0.5064208282
835	0.745715	0.5063905991
836	0.745725	0.5063713144
837	0.7457175	0.5063456901
838	0.745735	0.5063298325
839	0.745715	0.5062945604
840	0.7457325	0.5062678647
841	0.7457775	0.5062486199
842	0.745785	0.5062228959
843	0.74585	0.5062006561
844	0.7458475	0.5061718535
845	0.74591	0.5061412793
846	0.7459175	0.5061312594
847	0.7458925	0.506108147
848	0.745895	0.5060880451
849	0.7458775	0.5060760992
850	0.7458575	0.5060611982
851	0.7459275	0.506050163
852	0.74591	0.5060405482
853	0.745905	0.5060104502
854	0.7459975	0.5059754295
855	0.7460225	0.5059551501
856	0.74605	0.5059313777
857	0.7460875	0.5058950566
858	0.746125	0.5058594408
859	0.746145	0.5058377482
860	0.7461725	0.5058195765
861	0.7462375	0.5057951486
862	0.7463075	0.5057728446
863	0.7463225	0.5057475221
864	0.7463425	0.5057123313
865	0.74642	0.5056812914
866	0.7464075	0.5056542835
867	0.74647	0.5056172434
868	0.7465075	0.5055875947
869	0.7465825	0.5055509381
870	0.746565	0.5055286157
871	0.74664	0.5055048295
872	0.74662	0.5054783244
873	0.746645	0.5054528233
874	0.74666	0.5054344797
875	0.7466875	0.5054203313
876	0.746665	0.505404312
877	0.7467025	0.5053705651
878	0.7466925	0.5053439247
879	0.7468025	0.5052925239
880	0.7468125	0.505263763
881	0.74683	0.5052483372
882	0.74683	0.5052242142
883	0.746795	0.5052069635
884	0.74685	0.5051716427
885	0.746875	0.5051406815
886	0.7468975	0.5051235689
887	0.746925	0.5050899337
888	0.7469825	0.5050660375
889	0.7469575	0.5050458507
890	0.747035	0.5050263499
891	0.7470725	0.5050155584
892	0.7470175	0.5049942624
893	0.74709	0.5049632746
894	0.7470675	0.5049413648
895	0.7471625	0.5049163008
896	0.747205	0.5048860658
897	0.7471975	0.5048740793
898	0.7471475	0.504846714
899	0.7471825	0.5048270332
900	0.7470875	0.5048092256
901	0.7471375	0.5047971543
902	0.747075	0.5047680301
903	0.747115	0.504749546
904	0.747115	0.5047365417
905	0.74717	0.5047191782
906	0.7472025	0.5047024303
907	0.747225	0.5046805635
908	0.747215	0.5046541916
909	0.74728	0.5046429604
910	0.74726	0.5046148206
911	0.747265	0.5045942419
912	0.7472375	0.5045591447
913	0.747295	0.5045355639
914	0.7473225	0.5044978482
915	0.7472775	0.5044752653
916	0.7473875	0.5044386961
917	0.74739	0.5044315525
918	0.747345	0.5044048346
919	0.7473575	0.5043817827
920	0.74739	0.504352381
921	0.7474975	0.5043206178
922	0.747595	0.504299183
923	0.7475625	0.5042765472
924	0.74755	0.5042371856
925	0.747575	0.5042026596
926	0.74758	0.5041701798
927	0.7476125	0.5041431817
928	0.7476	0.5041225286
929	0.74768	0.5040855012
930	0.74767	0.5040652603
931	0.747705	0.5040304478
932	0.747785	0.504003395
933	0.7478175	0.5039794816
934	0.7476875	0.5039137134
935	0.7477225	0.503885202
936	0.74773	0.5038633899
937	0.7478025	0.5038413594
938	0.74781	0.503819396
939	0.747855	0.5037884243
940	0.74794	0.5037570659
941	0.7479275	0.5037312954
942	0.7478925	0.5037122304
943	0.747935	0.5036878917
944	0.74793	0.5036605855
945	0.7479525	0.5036475798
946	0.7479625	0.5036124874
947	0.7480525	0.5035861554
948	0.7481675	0.5035566879
949	0.748175	0.5035329212
950	0.7482225	0.5035125897
951	0.748235	0.5034898194
952	0.7482475	0.5034796837
953	0.7482625	0.5034366385
954	0.748225	0.5034160062
955	0.7481975	0.5033890734
956	0.748275	0.503364857
957	0.748295	0.5033426768
958	0.7482675	0.5033226595
959	0.748275	0.5032900976
960	0.748315	0.5032621054
961	0.7483175	0.5032395318
962	0.748435	0.5032113823
963	0.7484425	0.5031855778
964	0.748405	0.5031675905
965	0.748425	0.5031510475
966	0.74845	0.5031301809
967	0.7484575	0.5031099884
968	0.748455	0.5030867336
